,0
12432,SXRM.DE
12433,SXRN.BE
12434,SXRN.DU
12435,SXRP.BE
12436,SXRP.DE
12437,SXRP.DU
12438,SXRP.F
12439,SXRP.MU
12440,SXRPEX.SW
12441,SXRQ.BE
12442,SXRQ.DE
12443,SXRQ.DU
12444,SXRQ.F
12445,SXRQ.HM
12446,SXRQ.MU
12447,SXRR.BE
12448,SXRR.DU
12449,SXRR.F
12450,SXRR.MU
12451,SXRS.BE
12452,SXRS.DE
12453,SXRS.DU
12454,SXRS.F
12455,SXRS.MU
12456,SXRT.BE
12457,SXRT.DU
12458,SXRT.F
12459,SXRT.HM
12460,SXRT.MU
12461,SXRTN.MX
12462,SXRU.BE
12463,SXRU.DU
12464,SXRU.F
12465,SXRU.HM
12466,SXRU.MU
12467,SXRV.BE
12468,SXRV.DU
12469,SXRV.HM
12470,SXRV.MU
12471,SXRW.BE
12472,SXRW.DE
12473,SXRW.DU
12474,SXRW.F
12475,SXRW.MU
12476,SXRX.DU
12477,SXRX.MU
12478,SXRY.BE
12479,SXRY.DE
12480,SXRY.DU
12481,SXRY.F
12482,SXRY.HM
12483,SXRY.MU
12484,SXRZ.BE
12485,SXRZ.DE
12486,SXRZ.DU
12487,SXRZ.F
12488,SXRZ.HM
12489,SXRZ.MU
12490,SY09.HM
12491,SYBA.BE
12492,SYBA.DU
12493,SYBA.F
12494,SYBB.BE
12495,SYBB.DE
12496,SYBB.DU
12497,SYBB.F
12498,SYBC.BE
12499,SYBC.DE
12500,SYBC.DU
12501,SYBC.F
12502,SYBC.HM
12503,SYBD.BE
12504,SYBD.F
12505,SYBD.HM
12506,SYBF.DE
12507,SYBF.DU
12508,SYBF.F
12509,SYBG.DE
12510,SYBG.DU
12511,SYBG.F
12512,SYBI.BE
12513,SYBI.DE
12514,SYBI.DU
12515,SYBI.F
12516,SYBJ.BE
12517,SYBJ.DE
12518,SYBJ.DU
12519,SYBJ.F
12520,SYBJ.HM
12521,SYBK.DE
12522,SYBK.DU
12523,SYBK.F
12524,SYBL.BE
12525,SYBL.DE
12526,SYBL.DU
12527,SYBL.F
12528,SYBM.BE
12529,SYBM.DE
12530,SYBM.DU
12531,SYBM.F
12532,SYBM.HM
12533,SYBM.MU
12534,SYBN.BE
12535,SYBN.DE
12536,SYBN.DU
12537,SYBN.F
12538,SYBQ.DE
12539,SYBQ.DU
12540,SYBQ.F
12541,SYBR.DE
12542,SYBR.DU
12543,SYBR.F
12544,SYBS.DE
12545,SYBS.DU
12546,SYBS.F
12547,SYBT.BE
12548,SYBT.DE
12549,SYBT.DU
12550,SYBT.F
12551,SYBU.DE
12552,SYBU.DU
12553,SYBU.F
12554,SYBV.BE
12555,SYBV.DE
12556,SYBV.DU
12557,SYBV.F
12558,SYBW.DE
12559,SYBW.DU
12560,SYBW.F
12561,SYBY.DE
12562,SYBY.DU
12563,SYBZ.BE
12564,SYBZ.DE
12565,SYBZ.DU
12566,SYBZ.F
12567,SYO1.HM
12568,SZK
12569,SZNE
12570,T1EU.DU
12571,T2CB.HM
12572,T3KE.DE
12573,T3KE.DU
12574,T8C1.HM
12575,TAB0.BE
12576,TABA.DE
12577,TABA.DU
12578,TABA.F
12579,TABC.DE
12580,TABC.DU
12581,TABC.F
12582,TABD.BE
12583,TABD.DE
12584,TABD.DU
12585,TABD.F
12586,TABG.BE
12587,TABH.BE
12588,TABH.DE
12589,TABH.DU
12590,TABH.F
12591,TABJ.BE
12592,TABP.BE
12593,TABS.L
12594,TABV.BE
12595,TABV.DE
12596,TABV.F
12597,TABX.BE
12598,TABX.DE
12599,TABX.DU
12600,TABX.F
12601,TACE
12602,TAIL
12603,TAXF
12604,TBF
12605,TBIL.SW
12606,TBT
12607,TCBT.AS
12608,TCBT.DE
12609,TCBT.F
12610,TCBT.MI
12611,TCBT.MU
12612,TCH-F11.TA
12613,TCH-F125.TA
12614,TCH-F13.TA
12615,TCH-F14.TA
12616,TCH-F156.TA
12617,TCH-F157.TA
12618,TCH-F158.TA
12619,TCH-F16.TA
12620,TCH-F161.TA
12621,TCH-F18.TA
12622,TCH-F19.TA
12623,TCH-F2.TA
12624,TCH-F21.TA
12625,TCH-F22.TA
12626,TCH-F23.TA
12627,TCH-F27.TA
12628,TCH-F34.TA
12629,TCH-F36.TA
12630,TCH-F38.TA
12631,TCH-F8.TA
12632,TCH-F83.TA
12633,TCH-F85.TA
12634,TCH-F94.TA
12635,TCH-FK1.TA
12636,TCH-FK2.TA
12637,TCH-FK3.TA
12638,TCLB.TO
12639,TCLV.TO
12640,TCRS.DE
12641,TCRS.DU
12642,TCRS.F
12643,TCSB.TO
12644,TDIV
12645,TDL8.BE
12646,TDL8.DU
12647,TDL8.HM
12648,TDLB.BE
12649,TDLF.DU
12650,TDLF.F
12651,TDLF.HM
12652,TDLF.MU
12653,TDLP.BE
12654,TDLP.DU
12655,TDLP.HM
12656,TDLP.MU
12657,TDLQ.BE
12658,TDLQ.DU
12659,TDLQ.HM
12660,TDLQ.MU
12661,TDT.AS
12662,TDV
12663,TECC.L
12664,TECL
12665,TECL.MX
12666,TECS.L
12667,TEET.AS
12668,TELD.SW
12669,TELEW.MI
12670,TELW.L
12671,TELW.PA
12672,TEP9.DU
12673,TEP9.HA
12674,TEP9.HM
12675,TEP9.MU
12676,TEPA.BE
12677,TEPA.DU
12678,TEPA.F
12679,TEPA.HA
12680,TEPA.HM
12681,TEPA.MU
12682,TEPB.BE
12683,TEPB.DU
12684,TEPB.F
12685,TEPB.HA
12686,TEPB.HM
12687,TEPB.MU
12688,TEPC.BE
12689,TEPC.DU
12690,TEPC.F
12691,TEPC.HA
12692,TEPC.HM
12693,TEPC.MU
12694,TEPD.BE
12695,TEPD.DU
12696,TEPD.F
12697,TEPD.HA
12698,TEPD.HM
12699,TEPD.MU
12700,TEPE.BE
12701,TEPE.DU
12702,TEPE.F
12703,TEPE.HA
12704,TEPE.HM
12705,TEPE.MU
12706,TEPF.BE
12707,TEPF.DU
12708,TEPF.F
12709,TEPF.HA
12710,TEPF.HM
12711,TEPF.MU
12712,TEPG.BE
12713,TEPG.DU
12714,TEPG.F
12715,TEPG.HA
12716,TEPG.HM
12717,TEPG.MU
12718,TEPI.BE
12719,TEPI.DU
12720,TEPI.F
12721,TEPI.HA
12722,TEPI.HM
12723,TEPI.MU
12724,TEPJ.BE
12725,TEPJ.DU
12726,TEPJ.F
12727,TEPJ.HA
12728,TEPJ.HM
12729,TEPJ.MU
12730,TEPK.BE
12731,TEPK.DU
12732,TEPK.F
12733,TEPK.HA
12734,TEPK.HM
12735,TEPK.MU
12736,TEPL.BE
12737,TEPM.BE
12738,TEPM.DU
12739,TEPM.F
12740,TEPM.HA
12741,TEPM.HM
12742,TEPM.MU
12743,TEPN.BE
12744,TEPN.DU
12745,TEPN.F
12746,TEPN.HA
12747,TEPN.HM
12748,TEPN.MU
12749,TEPP.BE
12750,TEPP.DU
12751,TEPP.F
12752,TEPP.HA
12753,TEPP.HM
12754,TEPP.MU
12755,TEPQ.BE
12756,TEPQ.DU
12757,TEPQ.F
12758,TEPQ.HA
12759,TEPQ.HM
12760,TEPQ.MU
12761,TEPR.BE
12762,TEPR.DU
12763,TEPR.F
12764,TEPR.HA
12765,TEPR.HM
12766,TEPR.MU
12767,TEPS.BE
12768,TEPS.DU
12769,TEPS.F
12770,TEPS.HA
12771,TEPS.HM
12772,TEPS.MU
12773,TEPT.BE
12774,TEPT.DU
12775,TEPT.F
12776,TEPT.HA
12777,TEPT.HM
12778,TEPT.MU
12779,TEPU.BE
12780,TEPU.DU
12781,TEPU.F
12782,TEPU.HA
12783,TEPU.HM
12784,TEPU.MU
12785,TEPV.BE
12786,TEPV.DU
12787,TEPV.F
12788,TEPV.HA
12789,TEPV.HM
12790,TEPX.BE
12791,TEPX.DU
12792,TEPX.F
12793,TEPX.HA
12794,TEPX.HM
12795,TEPX.MU
12796,TEPY.BE
12797,TEPY.DU
12798,TEPY.F
12799,TEPY.HA
12800,TEPY.HM
12801,TEPY.MU
12802,TEPZ.BE
12803,TEPZ.DU
12804,TEPZ.F
12805,TEPZ.HA
12806,TEPZ.HM
12807,TEPZ.MU
12808,TEQI
12809,TERM
12810,TES3.DU
12811,TES3.HM
12812,TES4.BE
12813,TESA.BE
12814,TESA.DU
12815,TESA.F
12816,TESA.HA
12817,TESA.HM
12818,TESA.MU
12819,TESD.BE
12820,TESD.DU
12821,TESD.F
12822,TESD.HA
12823,TESD.HM
12824,TESD.MU
12825,TESE.BE
12826,TESE.DU
12827,TESE.F
12828,TESE.HA
12829,TESE.HM
12830,TESE.MU
12831,TESF.BE
12832,TESF.DU
12833,TESF.F
12834,TESF.HM
12835,TESF.MU
12836,TESG.BE
12837,TESG.DU
12838,TESG.F
12839,TESG.HA
12840,TESG.HM
12841,TESG.MU
12842,TESH.BE
12843,TESH.DU
12844,TESH.F
12845,TESH.HA
12846,TESH.HM
12847,TESH.MU
12848,TESK.BE
12849,TESK.DU
12850,TESK.F
12851,TESK.HA
12852,TESK.HM
12853,TESK.MU
12854,TESM.BE
12855,TESM.DU
12856,TESM.HA
12857,TESM.HM
12858,TESM.MU
12859,TESQ.BE
12860,TESQ.DU
12861,TESQ.F
12862,TESQ.HA
12863,TESQ.HM
12864,TESQ.MU
12865,TESR.BE
12866,TESR.DU
12867,TESR.F
12868,TESR.HA
12869,TESR.HM
12870,TESR.MU
12871,TESU.BE
12872,TESU.DU
12873,TESU.F
12874,TESU.HA
12875,TESU.HM
12876,TESU.MU
12877,TESV.BE
12878,TESV.DU
12879,TESV.F
12880,TESV.HA
12881,TESV.HM
12882,TESV.MU
12883,TESW.BE
12884,TESW.DU
12885,TESW.F
12886,TESW.HM
12887,TESW.MU
12888,TESX.BE
12889,TESX.DU
12890,TESX.F
12891,TESX.HM
12892,TESX.MU
12893,TESY.BE
12894,TESY.DU
12895,TESY.F
12896,TESY.HM
12897,TESY.MU
12898,TESZ.BE
12899,TESZ.DU
12900,TESZ.F
12901,TESZ.HM
12902,TESZ.MU
12903,TFI
12904,TFIV.MX
12905,TFLO
12906,TFLT.MX
12907,TGBT.MI
12908,TGBT.MU
12909,TGIF
12910,TGRE.TO
12911,TGRW
12912,TH100.BK
12913,THRGF
12914,TIGB.L
12915,TILV.TO
12916,TINE.MI
12917,TINF.TO
12918,TINM.L
12919,TINM.MI
12920,TIP
12921,TIPA.L
12922,TIPE.MI
12923,TIPG.L
12924,TIPH.L
12925,TIPU.L
12926,TIPU.MI
12927,TIPX
12928,TIPZ
12929,TIUP.DE
12930,TLH
12931,TLT
12932,TMEC.TO
12933,TMEI.TO
12934,TMF
12935,TMV
12936,TNA
12937,TNAE.AS
12938,TNAE.MI
12939,TNGB.L
12940,TNOD.SW
12941,TNOW.L
12942,TOCA.TO
12943,TOCC.TO
12944,TOCM.TO
12945,TOTL
12946,TPAY.TO
12947,TPHC.PA
12948,TPHC.SW
12949,TPHG.L
12950,TPHG.PA
12951,TPHG.SW
12952,TPHU.PA
12953,TPOR
12954,TPRF.TO
12955,TPXE.PA
12956,TPXH.MI
12957,TPXH.PA
12958,TPXH.SW
12959,TQQQ
12960,TR0G.BE
12961,TRD3.DE
12962,TRD3.F
12963,TRD3.MU
12964,TRDE.DE
12965,TRDE.F
12966,TRDE.MU
12967,TRDS.BE
12968,TRDS.DE
12969,TRDS.F
12970,TRDS.MU
12971,TRDX.DE
12972,TRDX.F
12973,TRDX.MU
12974,TREG.L
12975,TREI.L
12976,TREI.MI
12977,TRET.AS
12978,TRET.BE
12979,TRET.DE
12980,TRET.DU
12981,TRET.F
12982,TRET.L
12983,TRET.MI
12984,TRET.SW
12985,TREX.L
12986,TREX.MI
12987,TREX.SW
12988,TRGB.L
12989,TRSG.L
12990,TRSX.L
12991,TRSX.MI
12992,TRSX.SW
12993,TRSY.L
12994,TRSY.MI
12995,TRSY.SW
12996,TRVD.SW
12997,TRVL-U.TO
12998,TRVL.MI
12999,TRVL.TO
13000,TRXE.MI
13001,TRXE.SW
13002,TRXG.L
13003,TRXS.L
13004,TSGB.L
13005,TSOC
13006,TSWE.F
13007,TSWE.MU
13008,TSX.PA
13009,TTRX.L
13010,TTRX.MI
13011,TU9.BE
13012,TU9.HM
13013,TU9.MU
13014,TUED.TO
13015,TULV.TO
13016,TUR
13017,TURL.L
13018,TURU.L
13019,TUSB-U.TO
13020,TUSB.TO
13021,TWAN.SW
13022,TWM
13023,TWNL.L
13024,TXIJ.BE
13025,TXIJ.DU
13026,TXIJ.F
13027,TXIJ.HM
13028,TXIK.BE
13029,TXIU.HA
13030,TXIU.HM
13031,TYD
13032,TYO
13033,TZA
13034,U1FB.DE
13035,U1FB.DU
13036,U1I3.BE
13037,U1I3.DU
13038,U1I3.HM
13039,U1I3.MU
13040,U1I4.BE
13041,U1I4.F
13042,U1I5.BE
13043,U1I5.DU
13044,U1I5.F
13045,U1I5.HM
13046,U1I5.MU
13047,U1IA.BE
13048,U1IA.F
13049,U1IC.F
13050,U1IH.BE
13051,U1IH.DU
13052,U1IH.HM
13053,U1IH.MU
13054,U1II.BE
13055,U1II.DU
13056,U1II.F
13057,U1II.HM
13058,U1II.MU
13059,U1IJ.BE
13060,U1IJ.DU
13061,U1IJ.F
13062,U1IJ.HM
13063,U1IJ.MU
13064,U1IL.BE
13065,U1IT.BE
13066,U1IT.DU
13067,U1IT.HM
13068,U1IT.MU
13069,U1IZ.BE
13070,U1IZ.DU
13071,U1IZ.HM
13072,U1IZ.MU
13073,U2I3.BE
13074,U2I3.DU
13075,U2I3.F
13076,U2I3.HA
13077,U2I3.HM
13078,U2I3.MU
13079,U2I5.F
13080,U2I6.BE
13081,U2I6.DU
13082,U2I6.HM
13083,U2I6.MU
13084,U2I7.BE
13085,U2I7.MU
13086,U2IC.BE
13087,U2IC.DU
13088,U2IC.F
13089,U2IC.HA
13090,U2IC.HM
13091,U2IC.MU
13092,U2IE.BE
13093,U2IE.DU
13094,U2IE.MU
13095,U2IF.BE
13096,U2IF.DU
13097,U2IF.HM
13098,U2IF.MU
13099,U2IG.BE
13100,U2IG.DU
13101,U2IG.F
13102,U2IG.HA
13103,U2IG.HM
13104,U2IG.MU
13105,U2II.DU
13106,U2II.HA
13107,U2II.HM
13108,U2II.MU
13109,U2IK.BE
13110,U2IK.DU
13111,U2IK.F
13112,U2IK.HM
13113,U2IK.MU
13114,U2IM.BE
13115,U2IM.DU
13116,U2IM.F
13117,U2IM.MU
13118,U2IP.DU
13119,U2IP.F
13120,U2IP.HM
13121,U500.AS
13122,U65C.MU
13123,U65H.F
13124,U65K.F
13125,U65P.F
13126,U6RA.BE
13127,U6RA.DU
13128,U6RA.F
13129,U6RA.HM
13130,U6RA.MU
13131,UAE
13132,UAG
13133,UAUG
13134,UB0C.L
13135,UB0E.L
13136,UBA2.BE
13137,UBA2.DU
13138,UBA2.HA
13139,UBA2.HM
13140,UBA2.MU
13141,UBA3.MU
13142,UBFC.DU
13143,UBFC.F
13144,UBFC.HA
13145,UBFC.HM
13146,UBFC.MU
13147,UBFG.BE
13148,UBFG.DU
13149,UBFG.F
13150,UBFG.HA
13151,UBFG.HM
13152,UBFG.MU
13153,UBFH.BE
13154,UBFH.DU
13155,UBFH.F
13156,UBFH.HA
13157,UBFH.HM
13158,UBFH.MU
13159,UBFM.HM
13160,UBFN.BE
13161,UBFN.F
13162,UBFN.HA
13163,UBFN.MU
13164,UBFP.DU
13165,UBFP.F
13166,UBFP.HA
13167,UBFP.HM
13168,UBFP.MU
13169,UBFS.BE
13170,UBFS.DU
13171,UBFS.MU
13172,UBFT.DU
13173,UBFT.F
13174,UBFT.HA
13175,UBFT.HM
13176,UBFT.MU
13177,UBFU.BE
13178,UBFU.DU
13179,UBFU.F
13180,UBFU.HM
13181,UBFW.DU
13182,UBFW.F
13183,UBFW.HM
13184,UBFW.MU
13185,UBISF
13186,UBOT
13187,UBUD.BE
13188,UBUD.DE
13189,UBUD.DU
13190,UBUD.HM
13191,UBUJ.BE
13192,UBUJ.DU
13193,UBUM.AS
13194,UBUM.BE
13195,UBUM.DE
13196,UBUM.DU
13197,UBUM.F
13198,UBUR.AS
13199,UBUR.BE
13200,UBUR.DE
13201,UBUR.DU
13202,UBUS.AS
13203,UBUS.DE
13204,UBUS.DU
13205,UBUS.F
13206,UBUT.AS
13207,UBUT.DE
13208,UBUV.AS
13209,UBUV.DE
13210,UBUV.DU
13211,UBUV.F
13212,UBUW.AS
13213,UBUW.DE
13214,UBUW.DU
13215,UBUW.F
13216,UBUX.AS
13217,UBUX.DE
13218,UBUX.DU
13219,UBUX.F
13220,UC64.L
13221,UC87.L
13222,UCC
13223,UCO
13224,UCON
13225,UDEC
13226,UDIV-B.TO
13227,UDIV.TO
13228,UDN
13229,UDOW
13230,UEDD.AS
13231,UEEA.BE
13232,UEEA.DE
13233,UEEA.DU
13234,UEEA.F
13235,UEEA.MU
13236,UEED.BE
13237,UEEF.BE
13238,UEEF.DE
13239,UEEF.DU
13240,UEEF.F
13241,UEEF.MU
13242,UEEG.BE
13243,UEEG.DE
13244,UEEG.DU
13245,UEEG.F
13246,UEEG.MU
13247,UEEH.DE
13248,UEEI.BE
13249,UEEJ.BE
13250,UEEK.BE
13251,UEF5.DU
13252,UEF6.DU
13253,UEF7.DU
13254,UEFD.AS
13255,UEFD.BE
13256,UEFD.DU
13257,UEFD.F
13258,UEFD.HM
13259,UEFE.DE
13260,UEFE.DU
13261,UEFE.F
13262,UEFF.AS
13263,UEFF.DE
13264,UEFF.DU
13265,UEFF.F
13266,UEFI.AS
13267,UEFI.DE
13268,UEFI.DU
13269,UEFI.F
13270,UEFI.HM
13271,UEFL.F
13272,UEFL.HM
13273,UEFR.AS
13274,UEFR.BE
13275,UEFR.DU
13276,UEFR.HM
13277,UEFS.DU
13278,UEFS.F
13279,UEFY.DE
13280,UEFY.DU
13281,UEFZ.DE
13282,UEFZ.DU
13283,UEFZ.F
13284,UEQ7.DU
13285,UEQ8.BE
13286,UEQC.DE
13287,UEQC.DU
13288,UEQC.F
13289,UEQD.DU
13290,UEQE.MU
13291,UEQV.DE
13292,UEQV.F
13293,UET1.BE
13294,UET1.DU
13295,UETC.DE
13296,UETC.F
13297,UETE.BE
13298,UETE.MU
13299,UETW.DE
13300,UEU3.DU
13301,UEU3.HM
13302,UEU7.BE
13303,UEU7.DU
13304,UEU7.F
13305,UEU7.HM
13306,UEU7.MU
13307,UEUA.BE
13308,UEUA.DU
13309,UEUA.F
13310,UEUA.HM
13311,UEUB.BE
13312,UEUB.DU
13313,UEUB.F
13314,UEUB.HM
13315,UEUB.MU
13316,UEUC.BE
13317,UEUC.DU
13318,UEUC.F
13319,UEUC.HM
13320,UEUC.MU
13321,UEUD.BE
13322,UEUD.DU
13323,UEUD.F
13324,UEUD.HM
13325,UEUD.MU
13326,UEUE.F
13327,UEUE.HM
13328,UEUF.MU
13329,UEUG.BE
13330,UEUG.MU
13331,UEUH.BE
13332,UEUH.DU
13333,UEUH.F
13334,UEUH.HM
13335,UEUH.MU
13336,UEUI.BE
13337,UEUI.DU
13338,UEUI.F
13339,UEUI.HM
13340,UEUI.MU
13341,UEUJ.DU
13342,UEUJ.F
13343,UEUJ.HM
13344,UEUK.BE
13345,UEUK.MU
13346,UEUM.DU
13347,UEUP.MU
13348,UEUQ.DU
13349,UEUQ.F
13350,UEUQ.HM
13351,UEUS.BE
13352,UEUS.DU
13353,UEUS.F
13354,UEUS.HM
13355,UEUS.MU
13356,UEUV.DU
13357,UEUV.HM
13358,UEUV.MU
13359,UEUW.BE
13360,UEUW.DU
13361,UEUW.HM
13362,UEUX.MU
13363,UEUZ.BE
13364,UEUZ.DU
13365,UEUZ.HM
13366,UEUZ.MU
13367,UEVM
13368,UF1D.BE
13369,UF1D.F
13370,UF1D.HM
13371,UF1N.BE
13372,UF1N.DU
13373,UF1N.F
13374,UF1P.BE
13375,UF1P.DU
13376,UF1P.F
13377,UF1P.HM
13378,UF1P.MU
13379,UFEB
13380,UFMA.DE
13381,UFMA.F
13382,UFMB.DE
13383,UFMB.F
13384,UFMC.DU
13385,UFMC.F
13386,UFMC.HA
13387,UFMC.HM
13388,UFMC.MU
13389,UFMG.HM
13390,UFMG.MU
13391,UFO
13392,UFUB.DU
13393,UFUB.F
13394,UFUB.HA
13395,UFUB.HM
13396,UFUC.BE
13397,UFUD.DU
13398,UFUD.F
13399,UFUD.HA
13400,UFUD.HM
13401,UFUD.MU
13402,UFUH.BE
13403,UFUL.BE
13404,UFUN.DU
13405,UFUP.BE
13406,UFUS.MU
13407,UFUT.BE
13408,UFUV.BE
13409,UG71.BE
13410,UG71.DU
13411,UG71.HA
13412,UG71.HM
13413,UG71.MU
13414,UG72.BE
13415,UG72.DU
13416,UG72.HA
13417,UG72.HM
13418,UG72.MU
13419,UGA
13420,UGE
13421,UGL
13422,UHYG.L
13423,UI01.DU
13424,UI01.HM
13425,UI20.HM
13426,UI20.MU
13427,UI21.BE
13428,UI21.DU
13429,UI21.HM
13430,UI21.MU
13431,UI24.HM
13432,UI25.BE
13433,UI25.DU
13434,UI25.HM
13435,UI25.MU
13436,UI28.BE
13437,UI28.DU
13438,UI28.F
13439,UI28.HM
13440,UI28.MU
13441,UI2D.DU
13442,UI2M.BE
13443,UI2M.DU
13444,UI2M.HM
13445,UI2M.MU
13446,UI2Y.DU
13447,UI2Y.F
13448,UI34.MU
13449,UI3A.BE
13450,UI3A.DU
13451,UI3A.F
13452,UI3A.HM
13453,UI3E.BE
13454,UI3E.F
13455,UI3F.BE
13456,UI3F.HM
13457,UI3G.F
13458,UI3J.HM
13459,UI3L.DU
13460,UI3L.F
13461,UI3L.HM
13462,UI3M.BE
13463,UI3M.DU
13464,UI3M.HM
13465,UI3M.MU
13466,UI3S.MU
13467,UI3W.DU
13468,UI3X.HM
13469,UI3X.MU
13470,UI3Y.F
13471,UI3Z.BE
13472,UI3Z.DU
13473,UI3Z.HM
13474,UI3Z.MU
13475,UI4.DU
13476,UI4.HM
13477,UI4.MU
13478,UI40.MU
13479,UI42.HM
13480,UI42.MU
13481,UI44.BE
13482,UI44.DU
13483,UI44.F
13484,UI44.MU
13485,UI4C.BE
13486,UI4C.DU
13487,UI4C.HM
13488,UI4C.MU
13489,UI4K.BE
13490,UI4K.DU
13491,UI4K.HM
13492,UI4K.MU
13493,UI4L.HM
13494,UI4M.BE
13495,UI4M.DU
13496,UI4M.HM
13497,UI4M.MU
13498,UI4X.HM
13499,UIG0.BE
13500,UIG0.DU
13501,UIG0.HM
13502,UIG0.MU
13503,UIG8.BE
13504,UIG8.HM
13505,UIG8.MU
13506,UIG9.BE
13507,UIG9.DU
13508,UIG9.HM
13509,UIG9.MU
13510,UIGD.BE
13511,UIGD.DU
13512,UIGD.F
13513,UIGD.MU
13514,UIGE.BE
13515,UIGE.DU
13516,UIGE.F
13517,UIGE.HA
13518,UIGE.HM
13519,UIGE.MU
13520,UIGF.BE
13521,UIGF.DU
13522,UIGF.F
13523,UIGF.HM
13524,UIGF.MU
13525,UIGG.HA
13526,UIGI.BE
13527,UIGI.DU
13528,UIGI.F
13529,UIGI.HA
13530,UIGI.HM
13531,UIGI.MU
13532,UIGJ.BE
13533,UIGJ.DU
13534,UIGJ.F
13535,UIGJ.HM
13536,UIGJ.MU
13537,UIGK.MU
13538,UIGL.BE
13539,UIGL.DU
13540,UIGL.HA
13541,UIGL.HM
13542,UIGL.MU
13543,UIGM.BE
13544,UIGM.DU
13545,UIGM.F
13546,UIGM.MU
13547,UIGN.DU
13548,UIGN.F
13549,UIGN.HM
13550,UIGN.MU
13551,UIGP.BE
13552,UIGP.HA
13553,UIGP.HM
13554,UIGP.MU
13555,UIGQ.DU
13556,UIGQ.F
13557,UIGQ.MU
13558,UIGR.BE
13559,UIGR.DU
13560,UIGR.F
13561,UIGR.MU
13562,UIGS.BE
13563,UIGS.DU
13564,UIGS.HM
13565,UIGS.MU
13566,UIGT.BE
13567,UIGT.DU
13568,UIGT.F
13569,UIGT.HM
13570,UIGT.MU
13571,UIGU.HM
13572,UIGX.DU
13573,UIGX.F
13574,UIGX.HM
13575,UIGX.MU
13576,UIGY.BE
13577,UIGY.DU
13578,UIGY.F
13579,UIGY.HA
13580,UIGY.HM
13581,UIGY.MU
13582,UIGZ.HA
13583,UIGZ.HM
13584,UIM1.BE
13585,UIM1.DE
13586,UIM1.DU
13587,UIM1.HM
13588,UIM1.MU
13589,UIM3.BE
13590,UIM3.DU
13591,UIM3.HM
13592,UIM3.MU
13593,UIM4.BE
13594,UIM6.BE
13595,UIM6.DU
13596,UIM6.HM
13597,UIM6.MU
13598,UIM7.BE
13599,UIM7.DU
13600,UIM7.HM
13601,UIM7.MU
13602,UIM9.DE
13603,UIMA.AS
13604,UIMA.BE
13605,UIMA.DE
13606,UIMA.DU
13607,UIMA.F
13608,UIMA.MU
13609,UIMB.BE
13610,UIMB.DE
13611,UIMB.DU
13612,UIMB.F
13613,UIMC.BE
13614,UIMC.DE
13615,UIMC.DU
13616,UIMC.F
13617,UIMD.AS
13618,UIMD.BE
13619,UIMD.DE
13620,UIMD.DU
13621,UIMD.F
13622,UIMD.HM
13623,UIMD.MU
13624,UIME.BE
13625,UIME.DE
13626,UIME.DU
13627,UIME.F
13628,UIME.MU
13629,UIMF.DE
13630,UIMF.F
13631,UIMI.AS
13632,UIMI.BE
13633,UIMI.DE
13634,UIMI.DU
13635,UIMI.F
13636,UIMI.HM
13637,UIMM.AS
13638,UIMM.BE
13639,UIMM.DE
13640,UIMM.DU
13641,UIMM.F
13642,UIMM.MU
13643,UIMP.AS
13644,UIMP.BE
13645,UIMP.DU
13646,UIMP.F
13647,UIMR.BE
13648,UIMR.DE
13649,UIMR.F
13650,UIMT.BE
13651,UIMT.DU
13652,UIMT.F
13653,UIMY.AS
13654,UIMY.BE
13655,UIMY.DE
13656,UIMY.DU
13657,UIMY.F
13658,UIMZ.AS
13659,UIMZ.BE
13660,UIMZ.DE
13661,UIMZ.DU
13662,UIMZ.F
13663,UINE.DE
13664,UINE.DU
13665,UINE.F
13666,UINE.MI
13667,UINE.MU
13668,UIQ1.DU
13669,UIQ1.MU
13670,UIQG.DE
13671,UIQG.F
13672,UIQI.F
13673,UIQK.BE
13674,UIQK.F
13675,UITB
13676,UIV1.MU
13677,UIV3.F
13678,UIV4.DU
13679,UIV4.HM
13680,UIV5.BE
13681,UIV5.DU
13682,UIV5.HM
13683,UIV5.MU
13684,UIV7.BE
13685,UIV7.DU
13686,UIV7.HM
13687,UIV7.MU
13688,UIV9.BE
13689,UIVA.BE
13690,UIVA.DU
13691,UIVA.F
13692,UIVA.HM
13693,UIVA.MU
13694,UIVB.BE
13695,UIVB.DU
13696,UIVB.HM
13697,UIVB.MU
13698,UIVC.BE
13699,UIVC.DU
13700,UIVC.F
13701,UIVC.HM
13702,UIVC.MU
13703,UIVD.BE
13704,UIVD.DU
13705,UIVD.F
13706,UIVD.HM
13707,UIVD.MU
13708,UIVE.BE
13709,UIVE.DU
13710,UIVE.F
13711,UIVE.HM
13712,UIVE.MU
13713,UIVF.BE
13714,UIVF.DU
13715,UIVF.F
13716,UIVF.HM
13717,UIVF.MU
13718,UIVG.BE
13719,UIVG.DU
13720,UIVG.F
13721,UIVG.HM
13722,UIVG.MU
13723,UIVH.BE
13724,UIVH.DU
13725,UIVH.F
13726,UIVH.HM
13727,UIVH.MU
13728,UIVM
13729,UIVQ.BE
13730,UIVQ.DU
13731,UIVQ.F
13732,UIVQ.HM
13733,UIVQ.MU
13734,UIVR.BE
13735,UIVR.DU
13736,UIVR.F
13737,UIVR.HM
13738,UIVR.MU
13739,UJAN
13740,UJB
13741,UJUL
13742,UJUN
13743,UKSR.L
13744,UKUKD.SW
13745,ULST
13746,ULTR
